ea_id,ea_latitude,ea_longitude,time,spei,saq06
10106088801204,13.75,38.25,2023-09-16,-0.50935984,12
10106088801204,13.75,38.25,2023-10-16,-0.8981927,12
10106088801204,13.75,38.25,2023-11-16,-1.1765641,12
10106088801204,13.75,38.25,2023-12-16,-0.91071033,12
10107010100213,14.25,38.25,2020-01-16,0.81586885,2
10107010100213,14.25,38.25,2020-02-15,0.68623203,2
10107010100213,14.25,38.25,2020-03-16,-0.36850974,2
10107010100213,14.25,38.25,2020-04-16,-0.73275715,2
10107010100213,14.25,38.25,2020-05-16,-0.42275983,2
10107010100213,14.25,38.25,2020-06-16,0.18090773,2
10107010100213,14.25,38.25,2020-07-16,0.24875624,2
10107010100213,14.25,38.25,2020-08-16,1.1413276,2
10107010100213,14.25,38.25,2020-09-16,1.1866959,2
10107010100213,14.25,38.25,2020-10-16,1.5310336,2
10107010100213,14.25,38.25,2020-11-16,0.37087,2
10107010100213,14.25,38.25,2020-12-16,-0.2875037,2
10107010100213,14.25,38.25,2021-01-16,-0.32717904,2
10107010100213,14.25,38.25,2021-02-15,-1.2221724,2
10107010100213,14.25,38.25,2021-03-16,-0.58256656,2
10107010100213,14.25,38.25,2021-04-16,1.8756412,2
10107010100213,14.25,38.25,2021-05-16,1.4249264,2
10107010100213,14.25,38.25,2021-06-16,1.0943962,2
10107010100213,14.25,38.25,2021-07-16,0.4051749,2
10107010100213,14.25,38.25,2021-08-16,0.2191192,2
10107010100213,14.25,38.25,2021-09-16,0.61855584,2
10107010100213,14.25,38.25,2021-10-16,0.5842581,2
10107010100213,14.25,38.25,2021-11-16,1.8154535,2
10107010100213,14.25,38.25,2021-12-16,1.193235,2
10107010100213,14.25,38.25,2022-01-16,1.3740834,2
10107010100213,14.25,38.25,2022-02-15,0.28548786,2
10107010100213,14.25,38.25,2022-03-16,0.54806954,2
10107010100213,14.25,38.25,2022-04-16,0.49346372,2
10107010100213,14.25,38.25,2022-05-16,-1.1455792,2
10107010100213,14.25,38.25,2022-06-16,-0.112631746,2
10107010100213,14.25,38.25,2022-07-16,-0.11751215,2
10107010100213,14.25,38.25,2022-08-16,1.2270919,2
10107010100213,14.25,38.25,2022-09-16,1.0070642,2
10107010100213,14.25,38.25,2022-10-16,1.5690478,2
10107010100213,14.25,38.25,2022-11-16,0.46271852,2
10107010100213,14.25,38.25,2022-12-16,0.97573435,2
10107010100213,14.25,38.25,2023-01-16,0.7735581,2
10107010100213,14.25,38.25,2023-02-15,-0.7880394,2
10107010100213,14.25,38.25,2023-03-16,0.32130396,2
10107010100213,14.25,38.25,2023-04-16,0.103854604,2
10107010100213,14.25,38.25,2023-05-16,-0.27125087,2
10107010100213,14.25,38.25,2023-06-16,-0.0131554585,2
10107010100213,14.25,38.25,2023-07-16,0.045993388,2
10107010100213,14.25,38.25,2023-08-16,-0.0027729028,2
10107010100213,14.25,38.25,2023-09-16,-0.3550153,2
10107010100213,14.25,38.25,2023-10-16,-0.7059838,2
